	Adelie1	Adelie2	Adelie3	Adelie4	Gentoo1	Gentoo2	Gentoo3	Gentoo4
PENG0000008191	0	0	1	3	0	0	0	1
PENG0000008192	0	0	0	0	0	0	0	0
PENG0000008193	0	0	0	1	0	0	0	2
PENG0000008194	2657	3854	4430	2962	1512	1912	3707	2176
PENG0000008195	0	0	0	0	0	0	0	0
PENG0000008196	178	217	225	159	102	76	156	139
PENG0000008197	0	0	0	0	0	0	0	0
PENG0000008198	2135	2306	2291	1576	1736	971	2668	1321
PENG0000008199	221	223	192	149	148	92	219	118
PENG0000008200	4836	7295	7401	5469	5912	4625	7395	6072
PENG0000008201	166	259	208	195	151	103	163	168
PENG0000008202	0	0	0	0	0	0	0	0
PENG0000008203	0	0	0	0	0	0	0	0
PENG0000008204	255	351	461	278	220	194	425	298
PENG0000008205	0	0	0	0	0	0	0	0
PENG0000008206	0	0	0	1	0	0	0	0
PENG0000008207	0	0	0	0	0	0	0	0
PENG0000008208	0	0	0	0	0	0	0	0
PENG0000008209	20	23	20	10	15	15	21	16
PENG0000008210	92	91	78	59	76	30	100	56
PENG0000008211	1679	1581	1611	1401	1256	1145	2133	1881
PENG0000008212	1	0	1	0	1	0	0	0
PENG0000008213	0	0	0	0	0	0	0	0
PENG0000008214	0	0	0	0	0	0	0	0
PENG0000008215	1	0	0	1	1	0	0	0
PENG0000008216	0	0	0	0	0	0	0	0
PENG0000008217	0	0	0	0	0	0	0	1
PENG0000008218	0	0	0	0	0	0	0	0
PENG0000008219	0	0	0	0	0	0	0	0
PENG0000008220	0	0	0	0	0	0	0	0
PENG0000008221	185	243	233	207	173	124	221	182
PENG0000008222	568	497	559	429	548	355	691	541
PENG0000008223	0	0	0	0	0	0	0	0
PENG0000008224	2	1	4	1	5	2	5	3
PENG0000008225	1651	3410	2031	1669	1994	1666	2692	1750
PENG0000008226	0	7	2	4	0	4	6	4
PENG0000008227	45	63	34	58	39	33	43	48
PENG0000008228	0	0	0	0	0	0	0	0
PENG0000008229	511	564	528	460	373	342	643	456
PENG0000008230	0	7	1	1	4	1	1	1
PENG0000008231	100	82	94	52	118	53	194	76
PENG0000008232	0	0	0	0	0	0	0	0
PENG0000008233	851	2436	507	4297	209	292	109	937
PENG0000008234	2	2	1	1	0	0	0	1
PENG0000008235	0	0	1	0	2	0	0	1
PENG0000008236	907	849	956	809	843	487	957	758
PENG0000008237	0	0	0	0	0	0	0	0
PENG0000008238	0	0	1	0	0	0	0	0
PENG0000008239	502	508	642	380	445	334	769	365
PENG0000008240	0	0	0	0	0	0	0	0
PENG0000008241	478	705	821	508	998	681	1992	1106
PENG0000008242	0	0	0	0	0	0	0	0
PENG0000008243	0	0	0	1	0	0	0	0
PENG0000008244	0	0	0	1	0	0	1	0
PENG0000008245	1	0	1	0	1	2	2	0
PENG0000008246	298	402	419	301	235	186	452	268
PENG0000008247	0	0	0	0	1	1	0	0
PENG0000008248	0	0	0	0	0	0	0	0
PENG0000008249	2389	2839	2503	2201	2373	2145	3888	2752
PENG0000008250	224	210	217	188	303	143	302	292
PENG0000008251	5352	6762	6515	5833	4523	4028	8058	6511
PENG0000008252	0	0	0	0	0	0	0	0
PENG0000008253	0	0	1	0	0	0	0	0
PENG0000008254	0	0	0	0	0	0	0	0
PENG0000008255	0	0	0	0	0	0	0	0
PENG0000008256	182	161	233	247	100	59	148	95
PENG0000008257	689	768	845	613	569	406	860	678
PENG0000008258	45	78	23	137	11	5	15	23
PENG0000008259	82	99	103	83	54	29	65	61
PENG0000008260	0	0	0	0	0	0	0	0
PENG0000008261	17	22	26	26	11	5	27	11
PENG0000008262	201	181	199	145	161	94	285	106
PENG0000008263	33	23	52	40	19	12	61	20
PENG0000008264	0	0	0	0	0	0	0	0
PENG0000008265	0	0	0	0	0	0	0	0
PENG0000008266	0	12	5	4	1	4	6	4
PENG0000008267	0	0	0	0	0	0	0	0
PENG0000008268	769	791	1115	768	723	540	1509	864
PENG0000008269	0	0	0	1	0	0	0	0
PENG0000008270	0	0	0	0	0	0	0	0
PENG0000008271	0	0	0	0	0	0	0	0
PENG0000008272	202	135	129	125	145	46	104	75
PENG0000008273	1	4	1	1	5	2	3	1
PENG0000008274	367	397	307	266	260	162	314	253
PENG0000008275	31	21	11	30	4	6	13	5
PENG0000008276	3	0	0	2	0	0	0	0
PENG0000008277	75	97	75	61	61	45	114	48
PENG0000008278	3367	3939	3409	3379	2974	3050	4212	3875
PENG0000008279	504	612	711	477	437	339	664	410
PENG0000008280	0	0	0	0	1	0	1	0
PENG0000008281	0	0	0	0	1	0	0	0
PENG0000008282	0	0	0	0	1	0	0	0
PENG0000008283	0	0	0	0	0	0	0	0
PENG0000008284	0	0	0	0	0	0	1	0
PENG0000008285	0	0	0	0	0	0	0	0
PENG0000008286	898	1174	1252	817	760	734	1459	864
PENG0000008287	0	0	0	0	0	0	0	0
PENG0000008288	776	771	1067	647	450	338	760	428
PENG0000008289	364	397	542	351	282	291	500	391
PENG0000008290	0	0	0	0	0	0	0	0
PENG0000008291	0	0	0	0	0	0	0	0
PENG0000008292	2234	960	435	418	1948	563	550	390
PENG0000008293	8	7	12	9	12	2	3	4
PENG0000008294	0	0	0	0	0	0	0	0
PENG0000008295	12	10	10	15	14	9	11	11
PENG0000008296	0	0	0	0	0	0	0	0
PENG0000008297	578	538	464	466	451	335	805	503
PENG0000008298	45	58	50	37	37	23	46	34
PENG0000008299	6139	6541	4979	4310	3359	2403	5816	3524
PENG0000008300	8	9	12	5	127	30	111	97
PENG0000008301	0	0	0	0	0	0	0	0
PENG0000008302	1699	2349	2293	1760	1029	981	1970	1389
PENG0000008303	0	0	0	0	0	0	0	0
PENG0000008304	5	1	4	0	0	0	2	0
PENG0000008305	875	1080	1054	768	861	665	1281	810
PENG0000008306	208	228	149	170	50	18	37	42
PENG0000008307	151	152	160	164	24	14	24	41
PENG0000008308	0	0	0	0	0	0	0	0
PENG0000008309	3	1	1	0	0	0	0	0
PENG0000008310	6	9	3	4	2	1	8	4
PENG0000008311	114	73	155	87	64	26	64	33
PENG0000008312	0	1	0	0	0	0	0	0
PENG0000008313	0	0	0	0	0	0	0	0
PENG0000008314	1	1	1	3	0	1	3	0
PENG0000008315	0	0	0	0	1	0	0	0
PENG0000008316	864	1021	1025	764	824	668	1280	885
PENG0000008317	0	0	0	0	0	0	0	0
PENG0000008318	0	0	0	0	0	0	0	0
PENG0000008319	2650	3097	3041	2186	1471	1153	2669	1441
PENG0000008320	43	34	24	22	34	19	23	27
PENG0000008321	0	0	0	0	0	0	0	0
PENG0000008322	4	3	4	0	0	2	1	0
PENG0000008323	0	0	0	0	0	0	0	0
PENG0000008324	860	1089	875	770	908	661	1025	966
PENG0000008325	0	1	0	0	0	0	0	0
PENG0000008326	0	0	0	0	0	0	0	0
PENG0000008327	122	211	174	146	119	92	206	132
PENG0000008328	0	1	1	0	0	0	2	0
PENG0000008329	7	5	0	12	6	1	1	9
PENG0000008330	793	857	763	656	677	470	814	743
PENG0000008331	8	6	4	3	27	7	36	42
PENG0000008332	894	1182	1212	871	932	795	1519	1122
PENG0000008333	0	0	0	0	0	0	0	0
PENG0000008334	1089	1242	1350	1077	1076	880	1948	1320
PENG0000008335	0	0	0	0	0	0	0	0
PENG0000008336	0	0	2	0	0	0	0	0
PENG0000008337	0	0	0	0	0	0	2	0
PENG0000008338	15	5	7	10	2	2	10	17
PENG0000008339	0	0	0	1	1	0	1	0
PENG0000008340	277	375	321	281	196	188	390	259
PENG0000008341	3	2	0	5	7	1	5	3
PENG0000008342	219	211	187	142	185	121	250	152
PENG0000008343	0	0	0	0	0	1	0	1
PENG0000008344	33	85	140	26	19	40	204	40
PENG0000008345	0	0	0	0	1	0	0	0
PENG0000008346	0	0	0	0	0	0	0	0
PENG0000008347	221	251	216	212	253	112	294	224
PENG0000008348	68	126	91	75	35	39	97	74
PENG0000008349	2224	2196	2806	2346	2509	2949	3186	5650
PENG0000008350	0	0	0	0	0	0	0	0
PENG0000008351	271	541	484	326	165	251	600	262
PENG0000008352	0	0	0	0	0	0	0	0
PENG0000008353	0	0	0	0	0	0	0	0
PENG0000008354	200	251	270	186	188	114	237	154
PENG0000008355	344	390	803	311	454	264	1336	557
PENG0000008356	0	0	0	0	0	0	0	0
PENG0000008357	0	0	0	0	0	0	0	0
PENG0000008358	1	3	1	0	1	1	4	4
PENG0000008359	0	0	0	0	0	0	0	0
PENG0000008360	710	980	225	706	1645	1699	434	2084
PENG0000008361	0	0	0	0	0	1	0	0
PENG0000008362	0	0	0	0	0	0	0	0
PENG0000008363	0	0	0	0	0	0	0	0
PENG0000008364	24	25	30	28	9	12	28	9
PENG0000008365	3	11	0	3	4	4	1	5
PENG0000008366	0	0	0	0	0	0	0	0
PENG0000008367	1	2	0	0	1	0	2	0
PENG0000008368	585	2984	1969	793	4871	5544	5109	6846
PENG0000008369	0	0	0	0	0	0	0	0
PENG0000008370	657	634	723	630	496	285	732	534
PENG0000008371	147	166	190	141	139	106	181	142
PENG0000008372	428	508	374	380	288	232	508	326
PENG0000008373	2	2	0	1	0	2	2	0
PENG0000008374	3	0	0	0	6	1	4	5
PENG0000008375	566	622	570	688	512	514	996	870
PENG0000008376	0	0	0	0	0	0	0	0
PENG0000008377	70	97	26	181	64	65	34	215
PENG0000008378	0	0	0	0	0	0	0	0
PENG0000008379	602	823	822	587	566	428	1054	604
PENG0000008380	267	269	228	177	242	155	353	231
PENG0000008381	0	0	0	0	0	0	0	0
PENG0000008382	789	911	1018	672	1106	667	1666	1110
PENG0000008383	0	0	0	0	0	0	0	0
PENG0000008384	441	503	486	377	390	331	595	383
PENG0000008385	0	1	1	0	0	0	0	0
PENG0000008386	1	3	2	0	0	0	4	1
PENG0000008387	618	865	752	632	701	612	961	698
PENG0000008388	0	2	0	2	2	1	0	0
PENG0000008389	4732	4678	5930	3670	3680	1650	4466	2559
PENG0000008390	0	0	0	0	0	0	0	0
PENG0000008391	3	3	0	1	23	0	4	1
PENG0000008392	0	0	0	0	0	0	0	0
PENG0000008393	4	0	290	10	1	0	437	9
PENG0000008394	1439	1397	1545	1141	1015	814	1459	1146
PENG0000008395	2	2	1	1	1	0	1	0
PENG0000008396	0	1	0	0	0	0	0	0
PENG0000008397	345	499	504	359	263	224	477	274
PENG0000008398	2	1	0	0	0	0	0	0
PENG0000008399	1	1	0	1	1	1	3	3
PENG0000008400	0	0	1	0	0	0	1	1
PENG0000008401	0	0	0	0	0	0	1	1
PENG0000008402	907	1140	1100	884	634	516	1275	654
PENG0000008403	626	795	882	568	835	867	1067	949
PENG0000008404	0	0	0	0	0	0	0	0
PENG0000008405	0	0	0	0	0	0	0	0
PENG0000008406	0	0	0	0	0	0	0	0
PENG0000008407	0	0	0	0	0	0	0	0
PENG0000008408	0	0	0	0	0	0	0	0
PENG0000008409	0	0	0	0	0	0	0	0
PENG0000008410	4	0	0	2	4	0	2	1
PENG0000008411	272	267	292	183	244	165	386	212
PENG0000008412	11	13	40	11	6	5	66	11
PENG0000008413	0	0	0	0	0	0	0	0
PENG0000008414	186	175	204	164	130	100	235	115
PENG0000008415	0	0	0	0	0	0	0	0
PENG0000008416	467	517	641	427	459	410	719	577
PENG0000008417	6494	5298	5198	5335	1515	1369	1173	1735
PENG0000008418	906	1123	1111	862	699	520	1320	834
PENG0000008419	464	457	427	396	352	213	514	388
PENG0000008420	1242	1433	1697	1259	1182	914	2038	1338
PENG0000008421	0	0	0	0	0	0	0	0
PENG0000008422	19	24	20	24	3	4	5	11
PENG0000008423	8376	4967	4155	3923	5197	2681	4924	3617
PENG0000008424	902	769	1187	826	860	273	1221	536
PENG0000008425	0	0	0	0	0	0	0	0
PENG0000008426	1120	1185	1263	907	909	516	1667	1037
PENG0000008427	0	1	1	1	0	0	0	0
PENG0000008428	1508	1398	1394	698	922	802	1865	824
PENG0000008429	2	0	0	1	1	0	0	0
PENG0000008430	0	0	0	0	0	0	0	0
PENG0000008431	0	0	0	0	0	0	0	0
PENG0000008432	25	21	26	24	10	21	27	9
PENG0000008433	126	523	240	194	95	168	251	199
PENG0000008434	0	0	0	0	0	0	0	0
PENG0000008435	0	0	0	0	0	0	1	0
PENG0000008436	2	9	4	3	2	20	15	15
PENG0000008437	2	0	0	1	0	2	3	0
PENG0000008438	0	0	0	0	0	0	1	0
PENG0000008439	2	1	6	2	1	1	0	2
PENG0000008440	0	0	0	0	0	0	0	0
PENG0000008441	0	0	1	0	0	0	3	0
PENG0000008442	0	2	0	0	0	0	0	0
PENG0000008443	0	0	0	0	0	0	0	0
PENG0000008444	0	1	0	1	1	1	5	1
PENG0000008445	3872	4349	4528	3643	2989	2375	5509	3779
PENG0000008446	0	0	0	0	0	0	1	0
PENG0000008447	0	0	0	0	0	0	0	0
PENG0000008448	595	963	928	756	517	647	1128	848
PENG0000008449	44	83	43	32	31	41	50	34
PENG0000008450	0	0	0	0	0	0	0	0
PENG0000008451	108	111	80	103	120	61	160	81
PENG0000008452	0	0	0	0	1	0	0	0
PENG0000008453	2	3	7	3	1	1	2	1
PENG0000008454	0	0	0	0	0	0	0	0
PENG0000008455	0	0	0	0	0	0	0	0
PENG0000008456	499	490	584	685	427	271	753	676
PENG0000008457	0	0	0	0	0	0	0	0
PENG0000008458	1201	1203	1372	1057	1094	747	1618	1134
PENG0000008459	2016	1930	2216	1572	1738	1051	2346	1631
PENG0000008460	66	73	45	64	39	34	40	36
PENG0000008461	0	0	0	0	0	0	0	0
PENG0000008462	0	0	0	0	0	0	0	0
PENG0000008463	0	0	0	0	0	0	0	0
PENG0000008464	0	0	0	0	0	0	0	0
PENG0000008465	118	202	101	87	56	75	44	78
PENG0000008466	0	0	0	0	0	0	1	0
PENG0000008467	0	0	0	0	0	0	0	0
PENG0000008468	2	1	1	0	0	1	1	1
PENG0000008469	193	305	393	421	225	219	264	543
PENG0000008470	0	0	0	0	0	0	0	0
PENG0000008471	41210	36273	34862	28669	36698	18318	40036	27609
PENG0000008472	61	41	184	53	9	1	32	3
PENG0000008473	78	169	142	140	51	83	105	90
PENG0000008474	0	3	0	4	0	10	2	2
PENG0000008475	0	0	0	0	0	0	0	0
PENG0000008476	444	401	956	306	276	139	739	187
PENG0000008477	5056	13011	8681	7334	10982	15585	20968	17888
PENG0000008478	0	0	0	0	0	0	1	0
PENG0000008479	2077	2446	923	2366	248	390	132	649
PENG0000008480	0	0	0	0	0	0	0	0
PENG0000008481	13532	16233	15841	10066	12892	7825	16472	9586
PENG0000008482	0	0	0	0	0	0	0	0
PENG0000008483	20	10	22	8	9	5	20	11
PENG0000008484	0	0	0	0	0	0	0	0
PENG0000008485	0	0	0	0	0	0	0	0
PENG0000008486	391	613	593	452	169	300	1465	536
PENG0000008487	0	0	0	0	0	0	0	0
PENG0000008488	0	0	0	0	1	0	1	0
PENG0000008489	0	0	0	0	0	0	2	0
PENG0000008490	0	0	0	0	0	0	0	0
PENG0000008491	0	0	0	0	0	0	0	0
PENG0000008492	423	618	842	345	465	321	1688	348
PENG0000008493	0	0	0	0	1	0	0	0
PENG0000008494	15	32	28	18	20	8	34	12
PENG0000008495	1	0	0	0	0	0	0	0
PENG0000008496	1	1	3	0	1	0	0	0
PENG0000008497	392	452	448	362	332	264	486	270
PENG0000008498	1430	1713	1939	1245	1405	1024	2505	1332
PENG0000008499	0	1	0	0	0	0	1	0
PENG0000008500	0	0	0	0	0	0	0	0
PENG0000008501	0	0	0	0	0	0	0	0
PENG0000008502	22	17	15	18	8	7	21	15
PENG0000008503	0	0	0	0	0	0	0	0
PENG0000008504	651	752	913	792	558	488	1190	790
PENG0000008505	0	0	0	0	1	0	0	0
PENG0000008506	0	0	0	0	0	0	0	0
PENG0000008507	4	13	10	7	4	0	7	2
PENG0000008508	653	656	506	511	596	641	795	952
PENG0000008509	121	106	85	89	114	83	141	133
PENG0000008510	0	0	0	0	0	0	0	0
PENG0000008511	3171	3844	3907	2428	3247	2381	5160	3127
PENG0000008512	0	0	0	0	0	0	0	0
PENG0000008513	10	11	3	12	24	15	21	16
PENG0000008514	0	0	0	0	0	0	0	0
PENG0000008515	394	600	532	397	233	215	453	245
PENG0000008516	1624	1965	2152	1554	1198	1102	2343	1592
PENG0000008517	0	0	0	0	0	0	0	0
PENG0000008518	0	0	0	0	0	0	0	0
PENG0000008519	3773	3767	5325	3687	4000	2971	6752	4393
PENG0000008520	6	4	11	12	5	5	13	6
PENG0000008521	4	8	4	0	1	2	4	3
PENG0000008522	0	1	0	0	0	0	1	1
PENG0000008523	0	1	0	0	0	0	0	0
PENG0000008524	0	0	0	0	0	0	0	0
PENG0000008525	18	9	14	14	21	9	11	22
PENG0000008526	0	0	0	0	0	0	0	0
PENG0000008527	0	0	0	0	1	0	0	0
PENG0000008528	0	0	0	0	0	0	0	2
PENG0000008529	0	0	0	0	0	0	0	0
PENG0000008530	0	0	0	0	0	0	0	0
PENG0000008531	0	0	0	0	0	0	0	0
PENG0000008532	105	151	202	97	112	143	225	151
PENG0000008533	60	69	33	66	47	38	38	49
PENG0000008534	1	1	0	3	0	0	1	0
PENG0000008535	263	154	250	245	147	148	301	199
PENG0000008536	402	526	506	374	596	547	897	666
PENG0000008537	0	0	0	0	0	0	0	0
PENG0000008538	0	0	0	0	0	0	0	0
PENG0000008539	983	1124	1485	819	989	579	1463	744
PENG0000008540	0	0	0	0	0	0	0	0
PENG0000008541	158	181	176	145	156	107	245	147
PENG0000008542	344	388	388	336	301	263	525	402
PENG0000008543	297	311	428	283	255	167	366	215
PENG0000008544	140	108	122	122	143	96	186	159
PENG0000008545	1889	2651	1749	1862	988	926	1563	1294
PENG0000008546	1	0	1	1	0	0	3	0
PENG0000008547	0	0	1	0	0	0	0	0
PENG0000008548	118	119	136	110	89	52	119	121
PENG0000008549	3	3	3	3	1	3	5	5
PENG0000008550	0	0	0	0	0	0	0	0
PENG0000008551	0	0	0	0	0	0	0	0
PENG0000008552	434	524	614	376	408	229	587	328
PENG0000008553	0	0	0	0	0	0	0	0
PENG0000008554	1709	1697	1677	1466	1312	1083	1880	1652
PENG0000008555	0	0	0	0	0	0	0	0
PENG0000008556	5	3	0	0	4	0	2	5
PENG0000008557	0	0	0	0	0	0	0	0
PENG0000008558	0	0	0	0	0	0	0	0
PENG0000008559	0	0	0	0	0	0	0	0
PENG0000008560	0	1	0	0	0	0	2	1
PENG0000008561	0	0	0	0	0	0	0	0
PENG0000008562	0	0	0	0	0	0	0	0
PENG0000008563	0	0	0	0	1	0	0	0
PENG0000008564	0	0	0	0	0	0	0	0
PENG0000008565	0	0	0	0	0	0	0	0
PENG0000008566	0	0	0	0	0	0	0	0
PENG0000008567	4	6	3	3	2	0	1	2
PENG0000008568	0	0	0	0	0	0	0	0
PENG0000008569	0	0	0	0	0	0	0	0
PENG0000008570	0	0	0	0	0	0	0	0
PENG0000008571	0	0	0	0	0	0	0	0
PENG0000008572	3805	4571	3923	3206	4072	3162	6878	3222
PENG0000008573	739	981	1053	809	547	563	955	765
PENG0000008574	0	0	0	0	0	0	0	0
PENG0000008575	0	0	0	1	2	1	0	1
PENG0000008576	0	2	8	6	0	1	4	0
PENG0000008577	91	149	134	124	89	84	183	114
PENG0000008578	0	0	0	0	0	0	0	0
PENG0000008579	2	4	4	4	3	5	7	5
PENG0000008580	1957	1899	2096	1495	1729	927	2650	1503
PENG0000008581	0	1	0	0	0	0	0	0
PENG0000008582	1207	1485	1497	1017	1111	767	2274	921
PENG0000008583	60	64	58	45	51	30	45	37
PENG0000008584	0	0	0	0	0	0	0	0
PENG0000008585	111	134	178	54	110	92	186	79
PENG0000008586	0	0	0	0	0	0	0	0
PENG0000008587	436	525	496	398	506	400	680	564
PENG0000008588	57	34	29	55	43	39	93	68
PENG0000008589	1	0	0	0	0	0	0	0
PENG0000008590	114	79	57	25	109	63	65	28
PENG0000008591	14	19	12	13	9	4	12	9
PENG0000008592	364	548	521	407	234	184	441	305
PENG0000008593	0	0	0	0	0	0	0	0
PENG0000008594	0	0	0	0	0	0	0	0
PENG0000008595	0	0	0	0	0	0	0	0
PENG0000008596	0	0	0	0	0	0	0	0
PENG0000008597	162	191	179	167	138	111	172	150
PENG0000008598	958	1089	1031	835	841	693	1105	897
PENG0000008599	0	0	0	0	0	0	0	0
PENG0000008600	785	909	1037	703	803	608	1229	786
PENG0000008601	735	980	344	171	571	557	337	235
PENG0000008602	0	0	0	0	0	0	0	0
PENG0000008603	765	751	699	629	582	416	817	716
PENG0000008604	5167	5163	6323	4493	4012	2857	7971	4038
PENG0000008605	91	145	116	105	95	93	165	88
PENG0000008606	156	241	181	154	160	138	236	168
PENG0000008607	2	4	0	0	0	2	0	0
PENG0000008608	0	1	0	1	0	0	2	0
PENG0000008609	971	1490	1699	1202	1038	968	2051	1400
PENG0000008610	35	72	70	53	38	57	255	97
PENG0000008611	0	0	0	0	0	0	0	0
PENG0000008612	0	1	0	0	0	0	0	1
PENG0000008613	0	0	0	0	0	0	0	0
PENG0000008614	0	0	0	0	0	0	0	0
PENG0000008615	184	198	131	214	102	86	130	145
PENG0000008616	0	1	0	0	0	0	0	0
PENG0000008617	24	31	269	39	9	9	61	19
PENG0000008618	429	466	448	330	346	275	492	360
PENG0000008619	0	0	0	0	0	0	1	0
PENG0000008620	0	0	0	0	0	0	0	0
PENG0000008621	0	0	0	0	0	0	0	0
PENG0000008622	5	5	6	5	5	3	5	2
PENG0000008623	13	16	15	6	23	11	25	25
PENG0000008624	8388	10442	9076	7310	7620	7396	9922	10617
PENG0000008625	1	2	1	1	0	0	1	0
PENG0000008626	967	969	1091	1016	1379	1012	1687	1661
PENG0000008627	0	0	0	0	0	0	0	0
PENG0000008628	22	23	32	24	29	12	36	18
PENG0000008629	315	307	378	236	310	196	482	270
PENG0000008630	11	19	15	13	14	10	21	14
PENG0000008631	0	0	0	0	0	0	0	0
PENG0000008632	1760	1954	1784	1517	1151	939	3770	1203
PENG0000008633	182	258	193	168	133	141	266	213
PENG0000008634	137	135	212	144	125	84	240	130
PENG0000008635	1	1	0	0	0	0	3	0
PENG0000008636	0	0	0	0	0	0	0	0
PENG0000008637	557	382	389	333	666	292	698	487
PENG0000008638	0	0	0	0	0	1	0	0
PENG0000008639	0	0	0	0	0	0	0	0
PENG0000008640	1	11	16	1	0	1	9	1
PENG0000008641	317	421	423	277	380	357	633	363
PENG0000008642	0	0	0	0	0	0	0	0
PENG0000008643	34	38	20	29	35	22	32	22
PENG0000008644	4386	5158	4943	4582	2874	1827	4880	2834
PENG0000008645	0	0	0	0	0	0	0	0
PENG0000008646	0	0	0	0	0	0	0	0
PENG0000008647	0	0	1	0	0	0	0	0
PENG0000008648	173	189	213	130	219	125	363	194
PENG0000008649	0	2	5	1	2	0	4	4
PENG0000008650	1230	2173	1895	1692	1199	1053	2702	1266
PENG0000008651	143	194	146	182	143	89	203	151
PENG0000008652	4876	7641	7778	6356	2966	7602	11526	7625
PENG0000008653	0	0	1	0	0	0	0	0
PENG0000008654	3645	3741	4021	2970	3038	2210	4971	3174
PENG0000008655	0	0	0	0	0	0	0	0
PENG0000008656	7	10	6	4	2	5	5	1
PENG0000008657	1	0	1	0	0	1	0	0
PENG0000008658	0	0	0	0	0	0	0	0
PENG0000008659	2705	3256	3615	3067	2148	1735	4493	3137
PENG0000008660	487	606	582	520	484	448	722	645
PENG0000008661	0	0	1	0	0	1	0	1
PENG0000008662	8	7	1	4	1	2	9	7
PENG0000008663	1	0	0	0	0	0	0	0
PENG0000008664	991	1212	1273	1248	735	723	1480	1242
PENG0000008665	0	1	0	0	0	0	1	0
PENG0000008666	1499	2274	1868	1986	1853	2399	4730	3377
PENG0000008667	1	3	3	1	1	2	1	1
PENG0000008668	401	350	498	313	499	378	765	604
PENG0000008669	440	460	472	385	378	240	529	357
PENG0000008670	206	217	176	178	187	136	291	159
PENG0000008671	201	221	330	202	136	96	296	159
PENG0000008672	328	356	362	360	282	200	439	305
PENG0000008673	182	195	156	149	135	130	206	176
PENG0000008674	0	0	0	0	0	0	0	0
PENG0000008675	0	0	0	0	0	0	0	0
PENG0000008676	468	490	522	368	459	250	561	439
PENG0000008677	476	531	534	432	535	339	876	490
PENG0000008678	11	5	2	3	7	8	16	5
PENG0000008679	1330	1606	1450	1054	1158	782	1580	1136
PENG0000008680	365	453	420	275	336	303	564	358
PENG0000008681	0	2	0	1	3	1	1	0
PENG0000008682	490	1210	781	599	1226	1966	2285	1990
PENG0000008683	0	0	0	0	0	0	0	0
PENG0000008684	6	9	6	4	5	2	12	3
PENG0000008685	0	0	0	0	0	0	0	0
PENG0000008686	0	0	0	0	0	0	0	0
PENG0000008687	0	0	0	0	0	0	0	0
PENG0000008688	76	91	94	65	45	38	105	63
PENG0000008689	103	108	83	122	46	30	49	61
PENG0000008690	0	0	0	0	0	0	0	0
PENG0000008691	0	0	0	0	0	0	1	1
PENG0000008692	0	0	0	0	0	0	0	0
PENG0000008693	0	0	0	0	0	0	0	0
PENG0000008694	39	20	25	27	40	18	58	47
PENG0000008695	0	0	0	0	0	0	0	0
PENG0000008696	36	31	27	35	15	11	37	37
PENG0000008697	2	1	2	0	1	0	1	0
PENG0000008698	2	3	5	5	1	6	6	1
PENG0000008699	0	0	0	0	0	1	2	0
PENG0000008700	0	0	0	0	0	0	1	0
PENG0000008701	863	1627	1047	1202	713	1003	1302	1150
PENG0000008702	894	984	1044	803	697	537	1173	792
PENG0000008703	9	4	7	1	3	2	6	1
PENG0000008704	1	1	1	1	0	0	1	2
PENG0000008705	0	0	0	0	0	0	0	0
PENG0000008706	0	0	0	0	0	0	0	0
PENG0000008707	782	902	910	603	806	603	1270	740
PENG0000008708	1128	1388	1421	1122	1237	962	2079	1285
PENG0000008709	0	0	0	0	0	0	0	0
PENG0000008710	0	0	0	0	0	0	1	0
PENG0000008711	3908	3176	2163	1628	4624	1199	2004	1504
PENG0000008712	0	0	0	1	0	0	1	1
PENG0000008713	0	0	0	0	0	0	0	0
PENG0000008714	123	99	123	104	103	85	172	154
PENG0000008715	0	0	0	0	0	0	0	0
PENG0000008716	1	4	2	2	2	2	1	3
PENG0000008717	0	0	0	1	1	0	2	0
PENG0000008718	0	0	0	0	1	0	0	0
PENG0000008719	552	949	746	648	571	566	891	660
PENG0000008720	0	0	1	0	0	0	0	0
PENG0000008721	998	1035	1060	735	1118	750	1547	836
PENG0000008722	0	1	0	0	0	0	0	0
PENG0000008723	0	0	0	0	0	0	0	0
PENG0000008724	7	38	19	21	17	24	40	25
PENG0000008725	0	0	0	0	0	0	0	0
PENG0000008726	271	305	178	118	992	593	1071	825
PENG0000008727	0	0	0	0	0	0	0	0
PENG0000008728	0	0	0	0	0	0	0	0
PENG0000008729	1109	1196	1252	1103	938	742	1647	1107
PENG0000008730	0	0	0	0	0	0	0	0
PENG0000008731	85	67	41	47	58	24	49	43
PENG0000008732	0	0	0	0	0	0	0	0
PENG0000008733	9	7	20	11	6	6	21	2
PENG0000008734	0	0	0	0	0	0	0	0
PENG0000008735	1	0	0	1	0	0	0	0
PENG0000008736	0	0	0	0	0	0	0	0
PENG0000008737	1	0	0	0	0	0	0	0
PENG0000008738	27	32	48	46	14	8	42	31
PENG0000008739	1760	1693	2559	1938	1506	940	2160	2002
PENG0000008740	0	1	1	1	0	0	0	0
PENG0000008741	0	0	0	0	0	0	0	0
PENG0000008742	312	358	239	296	283	238	391	428
PENG0000008743	201	237	268	214	114	82	186	142
PENG0000008744	914	939	1182	687	712	416	1118	541
PENG0000008745	307	315	330	220	213	146	304	234
PENG0000008746	1345	1586	2027	1185	1587	1061	3172	1549
PENG0000008747	30	156	220	116	24	45	228	84
PENG0000008748	0	0	2	2	1	1	0	0
PENG0000008749	1	0	0	1	1	0	1	0
PENG0000008750	1691	1880	1931	1584	1489	1126	2320	1423
